title,genre,year,date,rating,vote_count,plot,main_act,supp_act
바르게 살자,코미디,2007,10.18,8.05,5094,"연이어 일어나는 은행 강도 사건으로 민심이 흉흉한 삼포시. 새로 부임한 경찰서장 이승우(손병호 분)는 유례없는 은행강도 모의훈련을 실시한다. 그러나 이 훈련을 통해 민심도 얻고, 야심도 채우려는 그에게 뜻밖의 복병이 나타난다. 어수룩하게 봤던 교통과 순경 정도만(정재영 분)이 강도로 발탁되면서 훈련이 점점 꼬이기 시작한 것이다. 대충대충 훈련이 끝나기만을 기다리는 참가자들의 바램을 무시한 채 불성실한 인질들을 설득해가며 차곡차곡 준비된 강도로서의 모범을 선보이는 정도만. 경찰이든 강도든 맡은 바 임무에 최선을 다하는 고지식한 성격 탓에 그의 머릿속엔 오로지 미션을 성공리에 끝내려는 생각뿐이다. 그의 강도 열연으로 모의훈련은 끝이 보이지 않고, 결국 특수기동대가 투입되고, TV를 통해 전국에 생중계 되는 등 훈련은 실전보다 더 빡세져 간다! 과연 이 훈련은 어떻게 끝이 날 것인가?",정재영|손병호,이영은|고창석|이철민|주진모|이한위|유민석|조덕현|공호석|조시내|이재용|엄수정|강지원|황춘하|황효은|김관우|손병욱|이해영|이문수
국가대표2,드라마,2016,8.1,8.67,5064,"유일무이 정통 아이스하키 선수 출신 에이스 ‘지원’ 자존심은 금메달 급, 현실은 쇼트트랙 강제퇴출 ‘채경’ 사는 게 심심한 아줌마, 빙판에선 열정의 프로 ‘영자’ 시간외 수당이 목표, 아이스하키 협회 경리 출신 ‘미란’ 취집으로 인생 반전 꿈꾸는 전직 피겨요정 ‘가연’ 주장급 멘탈 보유자, 최연소 국가대표 꿈나무 ‘소현’ 말만 번지르르, 주니어 아이스하키 우정상에 빛나는 국대 출신 감독 ‘대웅’ 이들이 뭉친 단 하나의 이유는 아오모리 동계 아시안게임 출전! 뭉치면 싸우고 흩어지면 출전불가! 모두가 불가능하다고 믿었던 이들의 뜨거운 도전이 시작된다!",수애|오달수|오연서,하재숙|김슬기|김예원|진지희|박소담|주현|이도경|김응수|조희봉|정석용|하지은|장대웅|이봉련
이클립스,판타지|멜로/로맨스|스릴러,2010,7.07,7.38,5056,불멸의 사랑을 위해 뱀파이어가 되기로 결심한 벨라. 제이콥은 벨라의 선택을 가로막으며 자신을택하도록 종용하고 이로 인해 에드워드와의 갈등은 더욱 심해진다. 한편 시애틀에서 의문의 연쇄살인사건이 일어나고 에드워드는 곧 이 사건의 배후를 알게 되지만 벨라에게는 비밀로 하는데… 신생 뱀파이어 군대. “뱀파이어가 된 것을 환영한다” 에드워드와 벨라가 소멸한 연인의 복수를 위해 빅토리아가 새롭게 창조한 뱀파이어 집단. 이들은 심한 갈증으로 인해 그 어떤 뱀파이어보다도 강하고 잔인하다. 그 중에서도 리더이자 최고의 초능력을 가진 라일리는 컬렌-퀼렛 연합군에게 가장 위협적인 존재. 컬렌가-퀼렛족 연합군. “목숨을 건 전쟁이 될 거다” 뱀파이어 에드워드의 컬렌가와 늑대인간 제이콥의 퀼렛족은 오래 전부터 서로를 노려온 적대관계. 벨라로 인해 더욱 갈등이 고조되지만 신생 뱀파이어들의 공격을 막기 위해 두 종족은 단호한 결단으로 연합군 결성을 이룬다. 볼투리 가. “우린 두 번의 기회는 주지 않아”뱀파이어 최고의 권력집단. 타인의 기억과 생각을 모두 읽고 고통을 주는 능력으로 모든 뱀파이어들이 가장 두려워하는 종족. 벨라를 뱀파이어로 만들겠다는 에드워드의 약속이 지켜지지 않자 컬렌가를 찾아온다.,크리스틴 스튜어트|로버트 패틴슨|테일러 로트너,빌리 버크|애슐리 그린|잭슨 라스본|니키 리드|켈란 루츠|엘리자베스 리저|피터 파시넬리|길 버밍햄|크리스티안 세라토스|찰리 뷰리|캐머런 브라이트|저스틴 전|사라 클라크|다니엘 커드모어|다코타 패닝|조델 퍼랜드
공각기동대 : 고스트 인 더 쉘,SF|범죄|액션,2017,3.29,6.96,5052,"인간과 로봇의 경계가 무너진 가까운 미래, 강력 범죄와 테러 사건을 담당하는 엘리트 특수부대 섹션9. 인간과 인공지능이 결합해 탄생한 특수요원이자 섹션9을 이끄는 메이저(스칼렛 요한슨)는 세계를 위협하는 음모를 지닌 범죄 테러 조직을 저지하라는 임무를 받는다. 첨단 사이버 기술을 보유한 ‘한카 로보틱스’를 파괴하려는 범죄 테러 조직을 막기 위해 엘리트 특수부대 섹션9이 나서기 시작하고 사건을 깊이 파고들수록 메이저는 자신의 과거와 존재에 대한 의문을 갖게 되는데…! 스스로의 존재를 찾기 위한, 그리고 세계를 구하기 위한 거대 조직과의 전투가 시작된다!",스칼렛 요한슨,마이클 피트|줄리엣 비노쉬|요한 필립 애스백|기타노 다케시|마이클 윈콧|친 한|크리스 오비|재클린 리 거츠|유타카 이즈미하라|라사루스 라투에르
서양골동양과자점 앤티크,드라마,2008,11.13,8.21,5045,"단 것이라면 질색하면서 손님이 대부분 여자라는 어이없는 이유로 케이크 가게를 오픈한 엉뚱한 사장 ‘진혁’ (주지훈). 뜬금없이 한적한 주택가 골목에 자리잡은 것도 모자라 몇 백만 원짜리 앤틱 식기에 케이크를 담아 내오고 새벽 2시까지 영업을 하는 별난 케이크숍 ‘앤티크’를 차린 후, 진혁은 케이크의 맛을 책임져줄 인물로 천재 파티쉐 ‘선우’ (김재욱)를 영입한다. 그런데 선우는 하필이면 고교시절 진혁에게 사랑을 고백해왔던 껄끄러운 동창생! 거기다 누구나 첫눈에 반하게 만드는 ‘마성의 게이’로 18 도 변신해 끊임없이 남자 문제를 일으키는 통에 몇 달째 직원조차 구하기 힘들다. 결국 선우의 케이크 맛에 홀딱 반한 케이크광 ‘기범’이 주방 보조이자 견습생으로 들어오고, 진혁을 도련님이라고 부르며 그림자처럼 따라다니는 진혁의 보디가드 ‘수영’ (최지호)이 서빙을 맡게 된다. 네 남자가 모여 마침내 본격적인 영업을 시작한 앤티크. 그런데 이 네 남자, 멀쩡한 겉모습들과는 달리 무언가 수상하다!? 마성의 게이로 이름을 날리며 남자들과는 거침없이 복잡한 연애를 즐기는 선우가 어찌된 일인지 여자 앞에만 서면 벌벌 떠는 심각한 여성공포증이 있고, 곱상한 외모와는 달리 몹시 거친 성격의 기범은 알고 보니 최연소 동양챔피언이었던 전직 복서. 게다가 몸짱 보디가드 수영은 건장한 외모가 무색한 어리버리 사고뭉치로 오히려 진혁의 보살핌을 받고 있다. 그리고 제일 의뭉스런 일은 평소엔 수다스럽고 익살스런 호색한 진혁이 가족만 나타나면 품행 방정하고 착하디 착한 재벌 2세 도련님으로 대변신을 하는 것인데..! 겉만 보곤 도저히 알 수 없는 알쏭달쏭 네 남자, 다들 무슨 속사정인 걸까? 모델 뺨치는 외모의 사장과 점원이 서빙을 하고, 마성의 게이인 천재 파티쉐가 케이크를 만들고, 전직 복싱 챔피언이 주방보조인 별난 케이크숍 ‘앤티크’달콤한 네 남자의 아찔한 비밀을 둘러싸고 웃음과 감동의 드라마가 펼쳐진다!",주지훈|김재욱|유아인|최지호|앤디 질렛,김창완|이휘향|오미희|남명렬|권태원|문희경|박준면|이주실|여진구|박상훈
전국노래자랑,코미디,2013,5.01,8.0,5020,"생활력 강한 아내 '미애'의 미용실 셔터맨 '봉남'은 '노래는 Feel'이라는 신조를 갖고 사는 김해시의 가수 꿈나무. 대한민국 톱가수들의 등용문인 [전국노래자랑]이 김해시에서 열린다는 사실이 알려지자, 부푼 가슴을 안고 아내 몰래 예선 무대에 출전해 단번에 동네 아주머니들의 인기스타로 등극한다. 한편, 자신감 만큼은 최우수상감인 음치 시장 '주하나', 일과 사랑을 한꺼번에 쟁취하려는(?) 산딸기 엑기스 '여심' 직원 ‘동수'와 ‘현자’, 손녀 '보리'와 마지막 추억을 남기려는 모태 엇박자 '오영감'까지 각기 다른 사연을 가지고 꿈의 무대에 선 주인공들의 가슴 벅찬 도전이 시작되는데... 33년 역사, 방송횟수 1,65 여 회, 출연자 3만 명, 관람객 수 1천만 명! 대한민국 버라이어티의 원조 전국노래자랑이 스크린에 펼쳐진다!",김인권|류현경|김수미|오광록|유연석|이초희|오현경|김중기,김환희
1917,드라마|전쟁,2020,2.19,8.88,5017,제1차 세계대전이 한창인 1917년. 독일군에 의해 모든 통신망이 파괴된 상황 속에서 영국군 병사 '스코필드'(조지 맥케이)와 '블레이크'(딘-찰스 채프먼)에게 하나의 미션이 주어졌다. 함정에 빠진 영국군 부대의 수장 '매켄지' 중령(베네딕트 컴버배치)에게 '에린무어' 장군(콜린 퍼스)의 공격 중지 명령을 전하는 것! 둘은 16 명의 아군과 '블레이크'의 형(리차드 매든)을 구하기 위해 전쟁터 한복판을 가로지르며 사투를 이어가는데...,조지 맥케이|딘-찰스 채프먼,콜린 퍼스|베네딕트 컴버배치|마크 스트롱|앤드류 스캇|리차드 매든|에드리언 스카보로|다니엘 메이스|리처드 맥케이브|마이클 집슨|저스틴 에드워즈|제이미 파커|다니엘 애트웰|리처드 뎀시|스파이크 레이튼
폼페이: 최후의 날,액션|모험|드라마|멜로/로맨스,2014,2.2,7.44,5017,"어릴 적 로마 군에 의해 가족을 모두 잃은 뒤 노예 검투사가 된 ‘마일로’(킷 해링턴)는 폼페이 영주의 딸 ‘카시아’(에밀리 브라우닝)와 운명적인 사랑에 빠지게 된다. 풍요를 기원하는 비날리아 축제의 대규모 검투 경기에 참여한 ‘마일로’는 자신의 부모를 죽인 ‘코르부스’(키퍼 서덜랜드)를 발견한다. 로마의 상원 의원이 된 ‘코르부스’는 ‘카시아’와 정략 결혼을 계획하고, ‘마일로’는 부모의 복수와 자신의 연인을 지켜내기 위해 목숨을 건 최후의 검투에 나선다. 그 순간 갑자기 폭발을 시작하는 베수비오 화산! 도망칠 새도 없이 쏟아지는 뜨거운 용암과 화산재에 폼페이는 순식간에 무너져 내리는데…",키트 해링턴|에밀리 브라우닝|키퍼 서덜랜드|캐리 앤 모스,아데웰 아킨누오예 아바제|제시카 루카스|자레드 해리스|커리 그레이엄|멜랜다 블랙쏜|레베카 이디|사샤 로이즈|쟝 프레네트|조 핑그|론 케넬|달마르 아부제이드|엠마누엘 카봉고|브록 존슨
조선마술사,드라마,2015,12.3,6.59,5017,"평안도 최대 유곽 물랑루의 자랑이자 의주의 보배인 조선 최고의 마술사 환희. 하지만 어린 시절, 청나라 마술사 귀몰에게서 학대 받았던 기억으로 늘 난봉꾼처럼 삐뚤어져있다. 그런 그를 이해하는 것은 귀몰의 손에서 함께 도망친 의누이 보음 뿐. 한편, 청명은 사행단의 호위무사 안동휘와 함께 청나라의 11번째 왕자빈으로 혼례를 치르러 가던 중 의주에 머물게 되고, 우연히 마주친 환희에게 운명처럼 끌리게 된다. 청명이 공주일거라고는 꿈에도 생각 못한 환희 역시 처음 느낀 감정에 다른 사람처럼 변해간다. 하지만 이들의 사랑이 채 피어나기도 전에 과거의 악연에 앙심을 품은 귀몰이 복수를 위해 환희를 찾아오고 청명이 가지고 있던 청나라에 올릴 진상품을 노린 자들의 음모가 더해지면서 위험의 그림자가 점점 그들을 조여오는데… 이것이 운명을 거스르는 사랑일지라도, 모든 것을 건 황홀한 마술, 환희의 마지막 무대가 펼쳐진다!",유승호|고아라,이경영|조윤희|곽도원|박철민|조달환|장유상|손병호|박충선|조기왕|염혜란|임종윤|안위제|하복음|송의준|김지민
굿모닝 프레지던트,코미디,2009,10.22,6.7,5009,"로또 당첨금 244억 앞에 속앓이 하는 대박 대통령, 이순재. 강렬한 카리스마, 그러나 첫사랑 앞에선 한없이 소심한 꽃미남 싱글 대통령, 장동건. 서민남편의 대책없는 내조로 이혼위기에 처한 여자대통령, 고두심이 펼치는 누구나 안다고 생각하지만 아무도 모르는 장진의 유쾌한 청와대 비하인드 스토리.",이순재|장동건|고두심|임하룡|한채영,이문수|주진모|김광현|전양자|정규수|이철민|유민석|이해영|허정규|장영남|공호석|김원해|김재건
블라인드 사이드,드라마,2010,4.15,9.31,4989,"어린 시절 약물 중독에 걸린 엄마와 강제로 헤어진 후, 여러 가정을 전전하며 커가던 ‘마이클 오어’. 건장한 체격과 남다른 운동 신경을 눈여겨 본 미식축구 코치에 의해 상류 사립학교로 전학하게 되지만 이전 학교에서의 성적 미달로 운동은 시작할 수도 없게 된다. 급기야 그를 돌봐주던 마지막 집에서조차 머물 수 없게 된 마이클. 이제 그에겐 학교, 수업, 운동보다 하루하루 잘 곳과 먹을 것을 걱정해야 하는 날들만이 남았다. 추수감사절 하루 전날 밤, 차가운 날씨에 반팔 셔츠만을 걸친 채 체육관으로 향하던 ‘마이클’을 발견한 ‘리 앤’. 평소 불의를 참지 못하는 확고한 성격의 리 앤은 자신의 아이들과 같은 학교에 다닌다는 마이클이 지낼 곳이 없음을 알게 되자 집으로 데려와 하룻밤 잠자리를 내어주고, 함께 추수감사절을 보낸다. 갈 곳 없는 그를 보살피는 한편 그를 의심하는 마음도 지우지 못하던 리 앤. 하지만 시간이 흐르며 마이클의 순수한 심성에 빠져 든 리 앤과 그녀의 가족은 그를 마음으로부터 받아들이기 시작한다. 리 앤 가족의 도움으로 성적까지 향상된 마이클은 본격적으로 미식 축구 훈련을 시작하며 놀라운 기량과 실력을 발휘하고, 리 앤은 그의 법적 보호자를 자청하며 마이클의 진짜 가족이 되고자 한다. 주변의 의심 어린 편견, 그리고 마이클이 언젠가 자신을 떠나 사라질 지도 모른다는 불안감을 뒤로 한 채...",산드라 블록,팀 맥그로|제이 헤드|퀸튼 아론|릴리 콜린스|레이 맥키넌|킴 딕켄스|아드리앤 르녹스|캐시 베이츠
남쪽으로 튀어,드라마|코미디,2013,2.06,7.81,4988,"못 마땅한 건 안하고, 할 말은 하며 살고 싶은 최해갑(김윤석)과 가족들. 너무 애쓰지 않아도, 남들과 달라도 잘 살수 있다고 믿는 그들은 행복을 찾아 남쪽 섬으로 떠난다. 그러나 평화로운 생활도 잠시, 섬을 뒤흔드는 뜻밖의 사건에 부딪히게 되는데...",김윤석|오연수|한예리|백승환|박사랑,김성균|주진모|정문성|이도경|김태훈|송재하|김영웅
벤허,모험|드라마,2016,9.14,8.26,4987,"로마 제국 시대, 예루살렘의 귀족 벤허는 로마군 사령관이 되어 돌아온 형제와도 같은 친구 메살라를 반갑게 맞이한다. 그러나 메살라의 배신으로 벤허는 가문의 몰락과 함께 한순간에 모든 것을 잃고 노예로 전락하고 만다. 5년간의 노예 생활 끝에 돌아온 벤허는 복수를 결심하지만, 사랑하는 아내 에스더의 만류로 갈등한다. 이에 간악한 복수가 아닌 진정한 승리를 위해 제국에 맞서 목숨을 건 전차 경주를 준비하는데...",잭 휴스턴|모건 프리먼|토비 켑벨|로드리고 산토로|나자닌 보니아디|할룩 빌기너|요한 필립 애스백,아예렛 주러|소피아 블랙 디엘리아|마르완 켄자리|모이세스 아리아스|데이빗 웜슬리|제임스 코스모|다토 박타드제|자레스 J. 메즈|요르고스 카라미호스
다이버전트,SF|액션|판타지|멜로/로맨스,2014,4.16,7.77,4986,"가까운 미래 시카고, 잦은 전쟁과 자연재해로 폐허가 된 도시에서 인류는 하나의 사회, 다섯개의 분파로 나뉘어 자신이 속한 분파의 행동규범을 절대적으로 따르며 철저히 통제된 세상에 살게 된다. ‘핏줄보다 분파’가 중요한 사회에서 모든 구성원은 열여섯 살이 되면 평생 살아갈 분파를 결정하기 위해 테스트를 치르게 되고, 그 중 어느 분파에도 속하지 않아 금기시 되는 존재 ‘다이버전트’로 판정 받는 소녀 ‘트리스’가 나타난다. 정부에서 개발한 감각 통제 시스템으로 통제할 수 없는 강한 의지를 지닌 ‘다이버전트’. 그들을 둘러싼 거대한 음모와 배신, 숨겨진 어두운 비밀이 밝혀지며 모든 사람들이 지금까지 믿고 있던 모든 것이 산산이 부서지기 시작하는데… “그들은 질서와 복종을, 나는 자유와 혼돈을 택했다!”",쉐일린 우들리|테오 제임스|케이트 윈슬렛|제이 코트니,조 크라비츠|안셀 엘고트|마일즈 텔러|매기 큐|애슐리 쥬드|레이 스티븐슨|토니 골드윈|메키 파이퍼|에이미 뉴볼드|벤 로이드 휴즈|크리스티안 매드슨|벤 램
엑스맨: 다크 피닉스,액션|모험|SF,2019,6.05,5.96,4986,"어린 시절 비극적 교통사고로 자신의 능력을 알게 된 진 그레이는 자비에 영재학교에서 새로운 가족을 맞이하게 된다. 엄청난 잠재적 능력을 지닌 그녀는 엑스맨으로 성장해 우주에서 구조 임무를 수행하던 중 목숨을 잃을 뻔한 사고를 겪는다. 예기치 못한 사고 이후 폭주하는 힘과 억눌려왔던 어둠에 눈을 뜨게 된 진 그레이는 엑스맨의 가장 강력하고 파괴적인 적, 다크 피닉스로 변하게 된다. 프로페서 X는 물론 매그니토까지 능가하는 두려운 존재가 된 그녀 앞에 힘을 이용하려는 미스터리한 외계 존재가 나타나 그녀를 뒤흔들고, 지금까지 엑스맨이 이뤄온 모든 것들이 무너지는 가운데 엑스맨은 사랑하는 친구이자 가장 강력한 적이 된 다크 피닉스와 맞서야 하는데…",제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|니콜라스 홀트|소피 터너|타이 쉐리던|에반 피터스|제시카 차스테인,알렉산드라 쉽|코디 스밋 맥피|한나 에밀리 앤더슨|썸머 폰타나|코타 에버하트|스콧 쉐퍼드|다니엘 커드모어|라마르 존슨
헝거게임: 캣칭 파이어,판타지|액션,2013,11.21,8.32,4977,"헝거게임의 우승으로 독재국가 ‘판엠’의 절대권력을 위협하는 존재가 된 캣니스, 혁명의 불꽃이 된 그녀를 제거하기 위해 캐피톨은 75회 스페셜 헝거게임의 재출전을 강요한다. 역대 최강의 우승자들이 모인 헝거게임에 참가하게 된 캣니스는 판엠의 음모 속에서 적인지 동료인지 알 수 없는 막강한 도전자들과 맞닥뜨린다. 모두의 운명을 걸고 살아남아야 하는 캣니스, 그녀와 함께 혁명의 불꽃이 시작된다.",제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|우디 해럴슨|샘 클라플린|필립 세이모어 호프만|토비 존스|지나 말론|엘리자베스 뱅크스|폴라 맬콤슨,스탠리 투치|윌로우 쉴즈|도날드 서덜랜드|레니 크라비츠|라타샤 로즈|앨런 리치슨|아만다 플러머|메타 골딩|린 코엔|스테파니 리 슈런드|마리아 하웰|패트릭 세인트 에스프릿|E. 로저 밋첼|잭 퀘이드|테일러 St. 클레어|산드라 엘리스 라퍼티|넬슨 애션시오|아페모 오밀라미|레온 라마|윌버 피츠제럴드|질 제인 클레멘츠|제프리 라이트|제임스 로건|브루노 군|주드 로맨드|존 카지노|마리안 그린|다니엘 베른하르트
찰리와 초콜릿 공장,판타지|모험|코미디|가족,2005,9.16,8.78,4973,"전 세계 누구에게나 사랑 받는 세계 최고의 초콜릿 공장인 '윌리 웡카 초콜릿 공장'. 매일 엄청난 양의 초콜릿을 생산해 세계 각국으로 운반하고 있지만 그 누구도 공장을 드나 드는 사람을 본 적이 없는 비밀의 공간이다. 공장보다 더 신비로운 수수께끼는 초콜릿 공장의 공장장인 윌리 웡카(조니 뎁)라는 인물. 들리는 소문에 의하면 웡카는 몇 년 동안 공장 밖으로 나가본 적도 없다고 한다. 그가 어떤 사람이고, 왜 초콜릿 만드는 일에 모든 것을 걸고 있는지 모두들 궁금해 할 뿐이다. 어느 날, 윌리 웡카가 5개의 웡카 초콜릿에 감춰진 행운의 '황금티켓'을 찾은 어린이 다섯 명에게 자신의 공장을 공개하고 그 모든 제작과정의 비밀을 보여주겠다는 선언을 한다. 이제 전 세계 어린이들은 황금티켓을 찾기 위한 노력을 시작한다. 엄마, 아빠, 할머니, 할아버지들과 함께 초콜릿 공장 바로 옆, 다 쓰러져 갈듯한 작은 오두막집에서 살고 있는 찰리(프레디 하이모어) 역시 초콜릿 공장에 가고 싶은 건 마찬가지. 찰리는 매일 밤 잠들기 전 공장 안이 어떻게 생겼을 지를 상상하며 잠이 들곤 했다. 하지만 찰리는 1년에 단 한번, 자신의 생일에 딱 한 개의 웡카 초콜릿을 먹을 수 있기 때문에 당첨될 확률은 거의 희박했다. 한편, 세계 각국에서 행운의 당첨자들이 속속 나타나기 시작했다. 첫 번째 당첨자는 독일의 먹보 소년 아우구스투스. 언제나 초콜릿을 입에 달고 사는 소년이다. 두 번째 행운은 뭐든지 원하는 건 손에 넣어야 직성이 풀리는 부잣집 딸 버루카에게, 세 번째는 껌 씹기 대회 챔피언인 바이올렛에게 돌아간다. 네 번째 주인공인 마이크는 자신이 얼마나 똑똑한지를 세상에 과시하기 위해 도전에 응해 목적을 달성한 집념의 소유자다. 그리고 마지막!! 눈 쌓인 거리에서 우연히 돈을 주워 웡카 초콜릿을 산 찰리가 다섯 번째 황금 티켓을 발견한 주인공이 되었다!! 웡카의 초콜릿 공장에 들어간 찰리는 눈앞에 펼쳐지는 놀라운 광경들에 입을 다물지 못한다. 한쪽엔 초콜릿 폭포가 흐르고 그 옆에선 쾌활한 움파 룸파 족들이 거대한 초콜릿 과자 산에 삽질을 하거나, 용머리 모양을 한 설탕 보트를 타고 초콜릿 강을 건너간다. 초콜릿 강가에는 꽈배기 사탕이 열리는 나무와 민트 설탕 풀이 자라고 있고 덤불 속에선 머쉬멜로우 체리크림이 익어간다. 한편, 찰리를 제외한 다른 네 명은 웡카의 놀라운 발명품들에는 관심도 없고 한결같이 욕심과 이기심, 승부욕과 과시욕에 눈이 멀어 자꾸만 문제를 일으키는데...",조니 뎁,프레디 하이모어|데이빗 켈리|헬레나 본햄 카터|노아 테일러|미시 파일|제임스 폭스|딥 로이|크리스토퍼 리
맨 인 블랙 3,액션|코미디|SF,2012,5.24,8.18,4967,"알 수 없는 사건으로 현실이 뒤바뀌고 외계인의 공격으로 위험에 빠진 지구. 게다가 MIB 소속 베테랑 요원 ‘케이(토미 리 존스)’는 하룻밤 사이에 감쪽같이 사라진다. 모든 것을 원래대로 되돌릴 수 있는 사건의 열쇠를 쥐고 있는 유일한 사람은 ‘케이’뿐인데… 사라진 파트너를 찾고 그동안 감춰졌던 우주의 비밀을 캐내기 위해 ‘제이(윌 스미스)’요원은 과거로 위험한 시간여행을 떠나게 되고, 그 곳에서 심하게 젊은(?) ‘케이(조쉬 브롤린)’와 마주하게 된다. 이제 이 둘은 24시간 안에 우주의 비밀을 풀고 현재로 돌아와야만 하는 MIB 사상 최고의 미션에 도전하게 되는데!",윌 스미스|토미 리 존스|조슈 브롤린,저메인 클레멘트|엠마 톰슨|앨리스 이브|마이크 콜터|빌 헤이더|립 톤|니콜 셰르징거|마이클 스털버그|유리 로웬탈|케빈 코베이스|조셉 R. 가나스콜리|레니 베니토|키온 용|마이클 체너스|데이비드 라쉐
의뢰인,드라마|스릴러,2011,9.29,8.07,4966,"피로 물든 침대, 사라진 시체, 그리고 살인 혐의.. 재판이 끝나기 전까진 누구도 믿을 수 없다! 시체 없는 살인사건, 그러나 명백한 정황으로 붙잡힌 용의자는 피살자의 남편. 여기에 투입된 변호사와 검사의 치열한 공방과 배심원을 놓고 벌이는 그들의 최후 반론. 어떤 결말도 예상할 수 없는 치열한 법정 대결, 이제 당신을 배심원으로 초대한다!",하정우|박희순|장혁,성동일|김성령|정원중|유다인|박혁권|주진모|예수정|황병국|민복기|유순웅|배성우|배윤범|박성근|이창훈|박성연|최희진|유하준|이소정|최종원
"나는 내일, 어제의 너와 만난다",멜로/로맨스|판타지,2017,10.12,8.87,4952,"스무 살의 ‘타카토시’는 지하철에서 우연히 만난 ‘에미’를 보고 순식간에 마음을 빼앗긴다. 운명 같은 끌림을 느낀 타카토시의 고백으로 두 사람은 연인이 되고, 매일 만나 행복한 데이트를 한다. 하지만, 왠지 종종 의미를 알 수 없는 눈물을 보이던 에미로부터 믿을 수 없는 비밀을 듣게 된 타카토시는 큰 혼란에 빠진다. 그 비밀은 바로 타카토시와 에미의 시간은 서로 반대로 흐르고 있고, 교차되는 시간 속에서 함께 할 수 있는 시간은 오직 3 일뿐이라는 것. 3 일 후에도, 이 사랑은 계속될 수 있을까?",후쿠시 소우타|고마츠 나나,히가시데 마사히로|야마다 유키|키요하라 카야|아타카 아키라|미야자키 요시코
사라진 밤,스릴러,2018,3.07,7.0,4945,"아내(김희애)를 살해하고 완전범죄를 계획한 남편(김강우). 몇 시간 후, 국과수 사체보관실에서 그녀의 시체가 흔적도 없이 사라진다. 그리고 남편에게 도착한 문자 한 통. ""우리의 비밀을 묻은 곳에서 기다릴게"" 남편을 의심하기 시작한 형사(김상경)와 이 모든 것이 아내의 계획이라고 주장하는 남편. 그녀는 정말 죽은 걸까? 사라진 걸까?",김상경|김강우|김희애,한지안|이지훈|서현우|이민지
울학교 이티,코미디|드라마,2008,9.11,8.99,4944,"옹골찬 근육으로 다져진 특 1등급 건강인을 자부하는 천성근, 그는 우리나라 최고의 교육열을 자랑하는 영문고의 체육선생이다. 항상 4차원 안테나를 곧추 세워 촌지 냄새를 맡고, 학생들 싸움판을 찾아내어 십만원빵 내기 심판을 본다. 해뜨면 공차고, 비오면 자습으로 버텨온 철밥통 체육선생 1 년 생활에 일생일대의 위기가 찾아온다. 치열해지는 입시전쟁을 치르기 위해 영문고는 체육선생을 자르고 그 자리에 영어선생을 대치하려는 초강수를 두게 된다. 해고1순위 천성근. 하늘이 무너져도 솟아날 구멍은 있다! 천성근은1 년 전 짝사랑을 따라 쟁취한 영어교사 자격증을 생각해낸다. 천성근은 이제 외계인 이티가 아닌 잉글리쉬 티처 E.T가 되어야 하는데… 나는 영어선생으로 학생을 잘 가르칠 수 있다! Sure!를 영어로! Shit! 천성근의 놀라운 보직변경, 미션 임파서블이 시작된다.",김수로|이한위|백성현|박보영|이민호|문채원|이찬호|김성령,김형범|김기방|박진택|김영옥|이윤건
동창생,액션|드라마,2013,11.06,7.31,4931,"소년의 임무 “너하고 니 동생이 여기서 나갈 수 있는 방법은 딱 한가지다” 명훈(최승현)은 남파공작원인 아버지의 누명으로, 여동생 혜인(김유정)과 단 둘이 살아 남아 요덕 수용소에 감금된다. 그 곳에서 그는 정찰국 소속 장교 문상철(조성하)에게 동생을 구하려면 남으로 내려가 공작원이 되라는 거절할 수 없는 제안을 받는다. 소년의 운명 “나한테 이러면 안되죠. 시키는 대로 다 했잖아요” 동생을 지키기 위해, 고등학생 강대호로 위장해 어떤 지령도 마다하지 않던 명훈은 동생과 같은 이름에 늘 혼자인 혜인(한예리)을 눈 여겨 보게 된다. 그러나 시간이 지날수록 그의 임무는 위험해져 가고… 동생과 함께 평범하게 살고 싶었을 뿐인 명훈의 꿈은 과연 이뤄질 수 있을까? 열 아홉, 소년의 약속 <동창생>",T.O.P|한예리|윤제문|조성하|김유정,이주실|정호빈|김선경|곽민석|동현배|김민재|정윤민|엄태구|최정선|박지일|이신성
